driver_id,name,city,signup_date,time,rating
853,Driver_853,Montreal,2022/09/28,12:01:00 AM,4.2
854,Driver_854,Los Angeles,2023/11/21,3:08:00 PM,5
855,Driver_855,Ottawa,2021/03/23,8:19:00 AM,5
856,Driver_856,Los Angeles,2021/04/13,9:22:00 AM,4.2
857,Driver_857,Los Angeles,2021/05/27,7:26:00 PM,4.1
858,Driver_858,Calgary,2023/11/20,7:48:00 PM,4.7
859,Driver_859,Montreal,2022/03/18,9:46:00 AM,4.2
860,Driver_860,San Francisco,2023/10/17,10:28:00 PM,4.8
861,Driver_861,Ottawa,2021/08/22,2:19:00 PM,4.6
862,Driver_862,Los Angeles,2021/05/07,2:36:00 PM,3.7
863,Driver_863,Ottawa,2023/10/28,9:15:00 PM,5
864,Driver_864,Chicago,2022/06/28,10:15:00 AM,5
865,Driver_865,San Francisco,2023/10/17,3:29:00 AM,4.2
866,Driver_866,Montreal,2021/07/20,7:39:00 AM,4.3
867,Driver_867,Ottawa,2021/05/12,2:33:00 PM,4.6
868,Driver_868,San Francisco,2023/05/19,6:07:00 AM,4.7
869,Driver_869,Montreal,2023/09/27,3:10:00 PM,4.8
870,Driver_870,Los Angeles,2021/07/18,12:29:00 PM,5
871,Driver_871,Calgary,2021/05/26,4:10:00 AM,4.4
872,Driver_872,Montreal,2023/03/01,9:49:00 PM,4.1
873,Driver_873,Los Angeles,2021/01/29,7:41:00 AM,3.8
874,Driver_874,Los Angeles,2022/04/25,7:21:00 PM,4.1
875,Driver_875,Chicago,2021/11/29,5:40:00 PM,4.5
876,Driver_876,Los Angeles,2023/01/26,9:29:00 AM,5
877,Driver_877,Boston,2021/12/18,10:08:00 PM,4.2
878,Driver_878,Chicago,2021/08/29,4:46:00 PM,4.6
879,Driver_879,Toronto,2022/04/05,11:55:00 AM,4.5
880,Driver_880,Toronto,2023/02/28,4:02:00 PM,5
881,Driver_881,Calgary,2023/03/29,10:31:00 PM,5
882,Driver_882,New York,2023/10/26,6:30:00 AM,4.2
883,Driver_883,Los Angeles,2023/08/19,1:52:00 AM,4.3
884,Driver_884,Chicago,2023/07/17,6:57:00 PM,5
885,Driver_885,Montreal,2021/08/28,2:57:00 PM,4.8
886,Driver_886,Chicago,2021/10/08,10:25:00 PM,5
887,Driver_887,Ottawa,2021/09/15,3:44:00 AM,4.8
888,Driver_888,Vancouver,2021/03/09,8:58:00 PM,4.3
889,Driver_889,Montreal,2022/07/20,10:03:00 PM,4.8
890,Driver_890,Boston,2022/11/22,12:55:00 AM,5
891,Driver_891,Ottawa,2022/03/19,2:52:00 PM,4.9
892,Driver_892,Vancouver,2021/12/30,12:15:00 PM,4.8
893,Driver_893,Calgary,2022/01/07,12:50:00 PM,5
894,Driver_894,San Francisco,2022/12/30,2:10:00 PM,5
895,Driver_895,Boston,2022/07/26,10:06:00 AM,5
896,Driver_896,Ottawa,2022/11/16,10:39:00 AM,4.8
897,Driver_897,Vancouver,2022/03/14,5:12:00 PM,4.4
898,Driver_898,Montreal,2023/02/21,5:43:00 AM,4.6
899,Driver_899,Calgary,2022/10/13,8:48:00 AM,5
900,Driver_900,Chicago,2021/11/07,5:16:00 AM,4.1
901,Driver_901,Ottawa,2021/08/03,11:52:00 PM,4.7
902,Driver_902,San Francisco,2021/03/23,1:24:00 AM,4.3
903,Driver_903,Vancouver,2022/07/31,3:47:00 PM,4.5
904,Driver_904,Calgary,2021/06/09,8:49:00 AM,5
905,Driver_905,Calgary,2021/07/13,4:19:00 PM,4.6
906,Driver_906,San Francisco,2021/05/11,7:05:00 AM,4.5
907,Driver_907,Chicago,2022/02/28,6:23:00 PM,3.8
908,Driver_908,Vancouver,2023/03/09,11:10:00 AM,4.9
909,Driver_909,Chicago,2022/11/11,2:09:00 PM,4.8
910,Driver_910,Toronto,2021/12/11,10:10:00 PM,5
911,Driver_911,Vancouver,2022/06/28,1:28:00 AM,4.3
912,Driver_912,New York,2022/10/07,12:28:00 PM,4.6
913,Driver_913,New York,2022/09/08,8:52:00 PM,4.6
914,Driver_914,Calgary,2022/08/04,10:17:00 PM,5
915,Driver_915,Boston,2022/08/23,9:18:00 PM,4.5
916,Driver_916,Toronto,2022/08/06,9:45:00 AM,4.6
917,Driver_917,Boston,2021/02/13,6:54:00 PM,4.8
918,Driver_918,Los Angeles,2021/06/03,10:05:00 PM,4.6
919,Driver_919,Los Angeles,2021/08/15,9:06:00 PM,4.3
920,Driver_920,Chicago,2021/03/01,12:02:00 PM,4.6
921,Driver_921,San Francisco,2023/01/04,10:23:00 PM,5
922,Driver_922,Chicago,2022/12/30,5:41:00 PM,4
923,Driver_923,Vancouver,2023/08/14,9:50:00 PM,4.6
924,Driver_924,New York,2021/05/04,1:45:00 AM,4.1
925,Driver_925,New York,2022/02/02,1:32:00 PM,5
926,Driver_926,Boston,2021/08/21,6:29:00 AM,3.7
927,Driver_927,Calgary,2023/08/04,8:41:00 PM,4.2
928,Driver_928,Calgary,2022/10/20,12:04:00 PM,4.7
929,Driver_929,Toronto,2022/03/24,1:12:00 PM,5
930,Driver_930,Boston,2022/04/13,7:43:00 PM,4.5
931,Driver_931,Toronto,2021/03/16,4:13:00 AM,4.2
932,Driver_932,Boston,2022/10/15,4:13:00 AM,5
933,Driver_933,Ottawa,2022/12/12,2:25:00 AM,3.8
934,Driver_934,Toronto,2021/06/22,5:04:00 AM,3.4
935,Driver_935,Vancouver,2023/07/17,12:02:00 AM,4.7
936,Driver_936,Calgary,2021/01/26,12:45:00 PM,4.2
937,Driver_937,Calgary,2023/06/13,7:19:00 AM,4
938,Driver_938,Boston,2021/08/12,12:55:00 AM,4.9
939,Driver_939,San Francisco,2022/10/29,7:11:00 PM,4.6
940,Driver_940,New York,2023/08/14,1:45:00 AM,4.2
941,Driver_941,Los Angeles,2022/01/09,4:53:00 PM,3.9
942,Driver_942,Ottawa,2022/10/10,2:45:00 AM,4.9
943,Driver_943,Chicago,2023/10/30,1:33:00 AM,4.8
944,Driver_944,Toronto,2023/03/25,4:55:00 AM,4.5
945,Driver_945,Los Angeles,2021/04/16,3:16:00 AM,5
946,Driver_946,Calgary,2023/04/26,4:50:00 AM,4
947,Driver_947,Calgary,2023/02/28,1:32:00 PM,3.7
948,Driver_948,Calgary,2021/02/01,2:07:00 PM,4.2
949,Driver_949,Montreal,2023/01/01,7:54:00 AM,4.5
950,Driver_950,New York,2023/09/15,11:31:00 AM,4.6
951,Driver_951,Montreal,2022/08/03,9:43:00 PM,4.4
952,Driver_952,San Francisco,2021/01/26,5:33:00 AM,4.7
953,Driver_953,Los Angeles,2021/04/15,10:48:00 PM,3.9
954,Driver_954,Los Angeles,2022/01/10,1:49:00 PM,5
955,Driver_955,Toronto,2023/06/23,10:55:00 PM,4.5
956,Driver_956,Los Angeles,2021/07/27,5:52:00 AM,5
957,Driver_957,New York,2022/07/02,6:39:00 AM,4.7
958,Driver_958,Calgary,2022/06/10,9:57:00 PM,4.7
959,Driver_959,Chicago,2023/11/30,2:48:00 PM,4.8
960,Driver_960,Vancouver,2023/12/17,5:59:00 AM,4.7
961,Driver_961,Vancouver,2023/09/09,8:49:00 AM,4.8
962,Driver_962,Chicago,2021/07/29,11:40:00 AM,5
963,Driver_963,Toronto,2022/12/12,11:31:00 PM,4.6
964,Driver_964,New York,2022/04/01,8:19:00 PM,4.9
965,Driver_965,Boston,2021/03/10,1:12:00 AM,4.5
966,Driver_966,Boston,2021/03/07,2:22:00 AM,5
967,Driver_967,Los Angeles,2022/04/27,4:28:00 PM,4.2
968,Driver_968,Calgary,2022/09/11,2:52:00 PM,5
969,Driver_969,Calgary,2023/01/06,9:37:00 AM,4.5
970,Driver_970,San Francisco,2021/02/26,9:19:00 PM,3.8
971,Driver_971,Boston,2022/03/21,10:59:00 AM,4.6
972,Driver_972,Los Angeles,2021/03/16,6:15:00 AM,4.2
973,Driver_973,Los Angeles,2022/03/01,10:15:00 AM,4.9
974,Driver_974,Toronto,2022/07/26,4:44:00 PM,4.2
975,Driver_975,Montreal,2022/09/14,9:53:00 AM,4.3
976,Driver_976,Vancouver,2022/08/24,3:09:00 PM,3.6
977,Driver_977,Los Angeles,2021/10/18,5:03:00 AM,4.3
978,Driver_978,Vancouver,2023/12/12,2:11:00 AM,3.3
979,Driver_979,Vancouver,2022/07/25,3:41:00 PM,3.7
980,Driver_980,Calgary,2022/02/19,8:04:00 AM,4.9
981,Driver_981,Toronto,2022/10/22,10:29:00 AM,4.9
982,Driver_982,Toronto,2022/10/31,10:11:00 PM,4.7
983,Driver_983,Ottawa,2021/10/08,7:54:00 AM,4
984,Driver_984,Calgary,2022/04/02,8:24:00 AM,4.5
985,Driver_985,Los Angeles,2021/06/09,9:07:00 AM,4.5
986,Driver_986,Toronto,2022/05/25,9:44:00 AM,3.9
987,Driver_987,San Francisco,2022/04/22,2:59:00 AM,5
988,Driver_988,Vancouver,2023/07/26,3:21:00 AM,4.9
989,Driver_989,Montreal,2021/09/16,8:58:00 PM,4.4
990,Driver_990,Vancouver,2022/07/01,2:37:00 AM,4.5
991,Driver_991,Vancouver,2021/03/07,7:06:00 PM,4.6
992,Driver_992,Los Angeles,2023/08/14,3:19:00 AM,3.5
993,Driver_993,Montreal,2022/03/03,12:09:00 PM,4.4
994,Driver_994,New York,2021/04/27,1:44:00 PM,4.2
995,Driver_995,Montreal,2022/07/19,9:13:00 AM,4
996,Driver_996,Calgary,2023/11/22,10:15:00 AM,4.4
997,Driver_997,Chicago,2021/02/18,9:00:00 AM,5
998,Driver_998,Chicago,2023/08/02,7:57:00 PM,4.8
999,Driver_999,Vancouver,2021/02/24,1:23:00 AM,4.2
1000,Driver_1000,Chicago,2021/04/15,10:38:00 AM,4.8
1001,Driver_1001,Boston,2023/09/30,5:24:00 AM,5
1002,Driver_1002,Los Angeles,2022/07/17,1:57:00 PM,5
1003,Driver_1003,Montreal,2023/06/01,4:24:00 AM,4.5
1004,Driver_1004,New York,2023/07/29,11:34:00 PM,4.2
1005,Driver_1005,Chicago,2023/11/21,9:16:00 PM,4.8
1006,Driver_1006,Vancouver,2022/07/31,6:33:00 AM,4.7
1007,Driver_1007,Los Angeles,2022/11/21,3:15:00 PM,4.9
1008,Driver_1008,Toronto,2023/06/11,1:21:00 PM,4.8
1009,Driver_1009,Chicago,2023/04/03,11:41:00 AM,5
1010,Driver_1010,Los Angeles,2022/09/11,7:47:00 AM,4.2
1011,Driver_1011,Los Angeles,2023/10/07,1:22:00 AM,5
1012,Driver_1012,San Francisco,2022/01/23,6:11:00 PM,4.6
1013,Driver_1013,Toronto,2021/02/10,6:07:00 AM,5
1014,Driver_1014,Chicago,2023/02/15,5:42:00 AM,4.2
1015,Driver_1015,Calgary,2022/08/25,3:56:00 AM,5
1016,Driver_1016,Calgary,2021/07/02,10:26:00 PM,4.6
1017,Driver_1017,San Francisco,2022/02/09,8:18:00 AM,4.2
1018,Driver_1018,Vancouver,2021/11/30,7:45:00 AM,4.3
1019,Driver_1019,Ottawa,2022/03/20,3:04:00 PM,4.3
1020,Driver_1020,Vancouver,2021/11/07,11:11:00 PM,4.7
1021,Driver_1021,Toronto,2021/07/30,8:19:00 PM,4.8
1022,Driver_1022,Toronto,2022/12/04,5:22:00 AM,4.2
1023,Driver_1023,Chicago,2022/11/23,10:56:00 AM,4.5
1024,Driver_1024,Toronto,2023/11/26,8:09:00 AM,5
1025,Driver_1025,Los Angeles,2023/11/04,10:52:00 AM,5
1026,Driver_1026,Los Angeles,2021/04/11,9:06:00 PM,4.7
1027,Driver_1027,Calgary,2023/04/23,5:36:00 AM,4.5
1028,Driver_1028,San Francisco,2022/04/11,11:11:00 PM,4.6
1029,Driver_1029,Chicago,2023/12/24,6:03:00 PM,4.8
1030,Driver_1030,Chicago,2022/07/16,1:24:00 PM,4
1031,Driver_1031,Calgary,2021/12/15,8:20:00 AM,4.4
1032,Driver_1032,Toronto,2021/11/09,5:05:00 AM,3.7
1033,Driver_1033,Chicago,2022/01/03,6:09:00 PM,4.7
1034,Driver_1034,Vancouver,2021/02/10,7:56:00 PM,4.8
1035,Driver_1035,Los Angeles,2023/05/11,3:24:00 PM,4.3
1036,Driver_1036,Ottawa,2022/07/28,2:00:00 AM,5
1037,Driver_1037,Vancouver,2023/05/07,10:53:00 PM,3.9
1038,Driver_1038,Chicago,2023/08/09,3:05:00 PM,3.8
1039,Driver_1039,Toronto,2021/04/13,3:16:00 AM,4.6
1040,Driver_1040,San Francisco,2022/09/11,12:28:00 PM,5
1041,Driver_1041,Vancouver,2023/03/28,3:21:00 PM,5
1042,Driver_1042,Montreal,2022/09/29,12:47:00 AM,4.3
1043,Driver_1043,Ottawa,2021/04/25,1:37:00 PM,5
1044,Driver_1044,Chicago,2022/05/08,11:38:00 AM,4.5
1045,Driver_1045,Toronto,2022/12/01,12:15:00 AM,4.4
1046,Driver_1046,Vancouver,2023/11/23,12:18:00 PM,4.9
1047,Driver_1047,Calgary,2022/06/20,4:26:00 AM,4.8
1048,Driver_1048,Chicago,2023/05/07,10:04:00 AM,3.7
1049,Driver_1049,Ottawa,2021/10/10,4:04:00 PM,5
1050,Driver_1050,Chicago,2022/11/04,1:10:00 AM,5
1051,Driver_1051,Calgary,2021/03/28,1:56:00 AM,4.2
1052,Driver_1052,Toronto,2023/03/16,8:14:00 PM,4.7
1053,Driver_1053,Chicago,2022/04/18,10:35:00 AM,4.7
1054,Driver_1054,Chicago,2021/09/09,2:33:00 PM,4.6
1055,Driver_1055,Los Angeles,2021/12/17,6:08:00 AM,4.2
1056,Driver_1056,Los Angeles,2023/03/18,1:54:00 AM,4.2
1057,Driver_1057,San Francisco,2021/05/03,12:06:00 PM,4.5
1058,Driver_1058,San Francisco,2021/11/01,10:39:00 PM,5
1059,Driver_1059,Calgary,2022/03/03,8:16:00 AM,4.8
1060,Driver_1060,Chicago,2023/08/29,10:31:00 PM,4.3
1061,Driver_1061,San Francisco,2023/08/13,11:32:00 AM,4.9
1062,Driver_1062,Calgary,2021/05/26,3:15:00 AM,3.1
1063,Driver_1063,Calgary,2023/09/23,5:44:00 PM,5
1064,Driver_1064,Chicago,2023/07/09,8:13:00 AM,3.6
1065,Driver_1065,Ottawa,2021/08/28,12:46:00 PM,4.3
1066,Driver_1066,Chicago,2023/10/21,7:20:00 AM,3.9
1067,Driver_1067,Ottawa,2023/07/30,1:12:00 AM,3.9
1068,Driver_1068,Los Angeles,2023/05/26,1:12:00 PM,5
1069,Driver_1069,New York,2021/02/14,1:50:00 AM,4.3
1070,Driver_1070,Toronto,2021/03/12,2:56:00 PM,4.7
1071,Driver_1071,Ottawa,2022/02/16,3:05:00 AM,4.5
1072,Driver_1072,Boston,2023/06/08,6:49:00 PM,4.7
1073,Driver_1073,Montreal,2023/08/19,4:45:00 AM,4.5
1074,Driver_1074,New York,2023/02/13,4:12:00 PM,3.9
1075,Driver_1075,Calgary,2022/03/26,11:44:00 PM,5
1076,Driver_1076,San Francisco,2023/01/21,5:29:00 AM,4.3
1077,Driver_1077,Boston,2023/12/01,2:18:00 AM,3.7
1078,Driver_1078,Montreal,2022/04/08,1:08:00 AM,4.3
1079,Driver_1079,Vancouver,2021/04/24,8:37:00 AM,5
1080,Driver_1080,New York,2021/09/03,1:39:00 PM,4.9
1081,Driver_1081,Vancouver,2022/10/08,3:30:00 PM,4.3
1082,Driver_1082,Vancouver,2022/12/23,11:39:00 AM,4.3
1083,Driver_1083,Boston,2022/06/13,11:17:00 AM,4.3
1084,Driver_1084,Ottawa,2021/08/12,4:21:00 AM,5
1085,Driver_1085,Los Angeles,2022/05/12,12:58:00 AM,4.7
1086,Driver_1086,Los Angeles,2022/09/12,9:13:00 AM,4.7
1087,Driver_1087,Chicago,2022/07/30,2:44:00 PM,5
1088,Driver_1088,Calgary,2023/05/23,11:52:00 AM,4.6
1089,Driver_1089,Toronto,2022/05/11,5:30:00 PM,4.4
1090,Driver_1090,Boston,2022/12/26,3:21:00 PM,4.4
1091,Driver_1091,Toronto,2022/02/20,12:04:00 PM,4.5
1092,Driver_1092,Vancouver,2022/01/21,3:05:00 AM,4.5
1093,Driver_1093,Chicago,2021/05/31,9:24:00 AM,4.9
1094,Driver_1094,New York,2022/03/27,7:53:00 PM,4.5
1095,Driver_1095,Montreal,2023/08/14,10:56:00 PM,4.9
1096,Driver_1096,Montreal,2022/01/21,4:11:00 PM,4.5
1097,Driver_1097,Chicago,2022/05/24,3:41:00 PM,4.5
1098,Driver_1098,Ottawa,2022/05/01,6:51:00 PM,3.5
1099,Driver_1099,Boston,2021/09/05,12:42:00 PM,5
1100,Driver_1100,Vancouver,2023/03/11,2:19:00 PM,4.7
1101,Driver_1101,Vancouver,2023/02/14,7:06:00 PM,5
1102,Driver_1102,San Francisco,2023/02/12,3:18:00 PM,3.1
1103,Driver_1103,New York,2021/05/20,9:16:00 PM,5
1104,Driver_1104,Montreal,2023/02/25,4:20:00 AM,4.4
1105,Driver_1105,Vancouver,2022/01/09,11:00:00 PM,5
1106,Driver_1106,Boston,2023/06/26,4:38:00 AM,4
1107,Driver_1107,Los Angeles,2021/03/17,2:06:00 PM,4.8
1108,Driver_1108,New York,2022/03/14,1:43:00 AM,4
1109,Driver_1109,Vancouver,2023/07/18,5:06:00 AM,4.2
1110,Driver_1110,Vancouver,2022/03/20,9:28:00 PM,5
1111,Driver_1111,Calgary,2021/01/13,4:52:00 PM,4.4
1112,Driver_1112,Toronto,2022/11/01,10:09:00 AM,4.6
1113,Driver_1113,Chicago,2022/02/15,8:15:00 PM,4.9
1114,Driver_1114,Los Angeles,2022/09/19,10:24:00 AM,4.7
1115,Driver_1115,Los Angeles,2021/03/12,6:45:00 AM,4.6
1116,Driver_1116,Montreal,2021/03/21,11:17:00 AM,4.7
1117,Driver_1117,Ottawa,2023/05/23,6:03:00 PM,5
1118,Driver_1118,Boston,2022/07/18,3:51:00 AM,4.5
1119,Driver_1119,Calgary,2022/03/25,7:51:00 AM,4.6
1120,Driver_1120,Toronto,2022/08/24,4:07:00 AM,5
1121,Driver_1121,Calgary,2022/12/01,2:25:00 PM,5
1122,Driver_1122,Calgary,2022/03/11,12:44:00 PM,5
1123,Driver_1123,Ottawa,2023/11/23,11:05:00 PM,4.8
1124,Driver_1124,Ottawa,2021/07/04,1:35:00 PM,3.9
1125,Driver_1125,Chicago,2021/05/31,4:32:00 AM,5
1126,Driver_1126,Montreal,2022/08/03,5:50:00 PM,3.9
1127,Driver_1127,Los Angeles,2023/05/17,1:28:00 PM,4.7
1128,Driver_1128,Los Angeles,2021/08/13,2:40:00 AM,4.1
1129,Driver_1129,Boston,2023/07/25,9:26:00 PM,4.5
1130,Driver_1130,Calgary,2022/09/16,12:47:00 PM,4.7
1131,Driver_1131,Calgary,2021/03/04,12:48:00 PM,4.7
1132,Driver_1132,New York,2021/03/02,10:49:00 AM,4.7
1133,Driver_1133,Chicago,2022/06/02,8:39:00 AM,5
1134,Driver_1134,Vancouver,2023/03/18,6:07:00 PM,4.7
1135,Driver_1135,Vancouver,2021/08/20,8:54:00 AM,4.4
1136,Driver_1136,Ottawa,2023/03/12,7:26:00 PM,5
1137,Driver_1137,Chicago,2022/05/25,11:27:00 AM,5
1138,Driver_1138,Ottawa,2022/05/10,7:39:00 PM,3.9
1139,Driver_1139,Chicago,2022/09/03,10:24:00 AM,4.8
1140,Driver_1140,Ottawa,2022/04/10,8:15:00 PM,4.9
1141,Driver_1141,Ottawa,2022/06/07,12:54:00 PM,4.4
1142,Driver_1142,Calgary,2023/03/03,7:31:00 PM,5
1143,Driver_1143,Calgary,2023/01/31,10:48:00 PM,4.4
1144,Driver_1144,Ottawa,2022/04/11,5:00:00 PM,4.6
1145,Driver_1145,Vancouver,2021/01/26,8:16:00 PM,4.4
1146,Driver_1146,Los Angeles,2022/05/30,1:30:00 PM,4.5
1147,Driver_1147,Toronto,2022/10/10,1:44:00 AM,4
1148,Driver_1148,Ottawa,2022/04/23,11:03:00 PM,3.8
1149,Driver_1149,New York,2023/07/17,6:24:00 AM,5
1150,Driver_1150,Vancouver,2022/02/17,11:41:00 AM,4.1
1151,Driver_1151,Ottawa,2023/06/17,7:46:00 AM,4
1152,Driver_1152,Boston,2021/03/21,6:39:00 PM,3.4
1153,Driver_1153,Ottawa,2023/01/17,8:25:00 AM,4.2
1154,Driver_1154,Chicago,2023/03/26,8:47:00 AM,3.8
1155,Driver_1155,Ottawa,2022/08/14,2:31:00 PM,5
1156,Driver_1156,Chicago,2023/11/24,11:20:00 AM,5
1157,Driver_1157,Boston,2021/02/19,1:02:00 AM,4.2
1158,Driver_1158,Ottawa,2023/12/25,5:18:00 AM,5
1159,Driver_1159,Toronto,2021/10/24,8:57:00 AM,5
1160,Driver_1160,New York,2022/11/17,3:06:00 AM,4.3
1161,Driver_1161,Los Angeles,2022/10/13,1:15:00 PM,3.3
1162,Driver_1162,Chicago,2022/10/04,12:16:00 PM,5
1163,Driver_1163,Boston,2022/09/30,11:58:00 AM,3.8
1164,Driver_1164,Calgary,2023/08/08,9:33:00 PM,3.7
1165,Driver_1165,Vancouver,2021/04/07,6:00:00 PM,5
1166,Driver_1166,Chicago,2023/03/17,5:54:00 PM,5
1167,Driver_1167,Boston,2023/05/22,7:22:00 AM,5
1168,Driver_1168,Los Angeles,2023/10/26,5:36:00 PM,4.8
1169,Driver_1169,Vancouver,2023/03/28,7:12:00 AM,4.8
1170,Driver_1170,Montreal,2022/05/03,9:32:00 AM,4.9
1171,Driver_1171,Chicago,2022/12/16,1:29:00 AM,4.9
1172,Driver_1172,Calgary,2022/06/16,6:52:00 PM,4.6
1173,Driver_1173,Calgary,2022/07/05,8:46:00 AM,4.6
1174,Driver_1174,San Francisco,2023/08/06,5:18:00 PM,4.5
1175,Driver_1175,Vancouver,2021/10/26,4:07:00 PM,4.1
1176,Driver_1176,Boston,2022/03/10,10:06:00 AM,4.4
1177,Driver_1177,Calgary,2022/04/09,4:51:00 PM,3.7
1178,Driver_1178,Boston,2022/04/08,7:52:00 AM,4.5
1179,Driver_1179,San Francisco,2024/01/01,12:36:00 AM,4
1180,Driver_1180,Boston,2023/12/09,6:00:00 AM,3.9
1181,Driver_1181,Vancouver,2022/05/08,12:08:00 PM,4.6
1182,Driver_1182,Vancouver,2022/06/26,8:19:00 PM,5
1183,Driver_1183,Calgary,2022/03/01,7:14:00 PM,5
1184,Driver_1184,San Francisco,2021/07/09,7:47:00 AM,3.7
1185,Driver_1185,Ottawa,2023/11/18,2:18:00 AM,4
1186,Driver_1186,Calgary,2022/08/13,8:01:00 PM,5
1187,Driver_1187,Montreal,2022/06/21,3:33:00 AM,4
1188,Driver_1188,Chicago,2022/03/28,4:51:00 AM,4.4
1189,Driver_1189,New York,2022/03/23,7:38:00 PM,4.8
1190,Driver_1190,Toronto,2022/06/23,1:22:00 AM,4
1191,Driver_1191,Vancouver,2023/10/17,12:24:00 AM,4.6
1192,Driver_1192,San Francisco,2023/01/15,5:22:00 AM,3.8
1193,Driver_1193,Boston,2021/11/10,9:38:00 PM,4.2
1194,Driver_1194,Calgary,2022/02/26,4:33:00 AM,4.7
1195,Driver_1195,Calgary,2023/12/18,11:08:00 AM,3.7
1196,Driver_1196,San Francisco,2021/08/02,5:54:00 AM,4.7
1197,Driver_1197,Toronto,2023/08/15,10:06:00 AM,4.5
1198,Driver_1198,Ottawa,2022/01/07,5:04:00 PM,4.8
1199,Driver_1199,Boston,2021/03/20,8:40:00 PM,4.6
1200,Driver_1200,Calgary,2021/12/17,1:38:00 PM,5
1201,Driver_1201,Boston,2021/03/23,1:00:00 PM,4.6
1202,Driver_1202,Toronto,2022/10/05,12:59:00 AM,4.3
1203,Driver_1203,Los Angeles,2023/01/04,8:29:00 PM,4.6
1204,Driver_1204,Toronto,2023/11/25,4:40:00 AM,4.8
1205,Driver_1205,Chicago,2021/01/09,1:10:00 AM,4.5
1206,Driver_1206,Calgary,2021/09/03,8:28:00 AM,4.5
1207,Driver_1207,Montreal,2023/10/12,5:36:00 AM,4.1
1208,Driver_1208,Vancouver,2023/01/12,4:34:00 PM,4.2
1209,Driver_1209,Boston,2022/03/23,5:16:00 AM,3.8
1210,Driver_1210,Los Angeles,2022/03/20,9:03:00 AM,5
1211,Driver_1211,New York,2021/05/19,11:20:00 PM,3.9
1212,Driver_1212,Ottawa,2021/12/27,5:47:00 PM,4.2
1213,Driver_1213,Calgary,2021/02/27,10:34:00 PM,4.1
1214,Driver_1214,Chicago,2022/10/12,3:52:00 AM,4.9
1215,Driver_1215,Chicago,2021/02/26,10:50:00 AM,4.4
1216,Driver_1216,Montreal,2023/02/09,1:15:00 PM,5
1217,Driver_1217,Chicago,2022/03/26,4:06:00 PM,4.2
1218,Driver_1218,New York,2021/01/15,9:30:00 AM,4.6
1219,Driver_1219,San Francisco,2023/06/02,7:09:00 AM,4.1
1220,Driver_1220,Ottawa,2021/06/16,4:27:00 PM,5
1221,Driver_1221,Los Angeles,2022/03/19,1:13:00 AM,3.9
1222,Driver_1222,Vancouver,2023/09/24,5:51:00 AM,4.7
1223,Driver_1223,Calgary,2023/03/26,12:00:00 PM,4.8
1224,Driver_1224,Vancouver,2021/07/28,11:20:00 AM,4.7
1225,Driver_1225,Calgary,2022/12/29,1:04:00 AM,4.4
1226,Driver_1226,San Francisco,2021/10/27,12:31:00 PM,4.4
1227,Driver_1227,Toronto,2022/05/29,4:47:00 PM,4.5
1228,Driver_1228,Chicago,2022/12/14,9:34:00 PM,4.4
1229,Driver_1229,San Francisco,2021/10/17,6:00:00 AM,5
1230,Driver_1230,New York,2022/06/08,4:27:00 PM,5
1231,Driver_1231,San Francisco,2023/06/02,12:25:00 AM,4.2
1232,Driver_1232,Boston,2021/09/30,2:55:00 PM,3.8
1233,Driver_1233,Ottawa,2023/09/20,5:25:00 AM,4.5
1234,Driver_1234,Montreal,2022/10/27,9:55:00 AM,5
1235,Driver_1235,Calgary,2022/05/25,9:59:00 AM,4.1
1236,Driver_1236,Toronto,2022/09/15,4:08:00 PM,5
1237,Driver_1237,Toronto,2021/10/15,1:08:00 AM,5
1238,Driver_1238,Chicago,2023/01/12,4:46:00 PM,4.2
1239,Driver_1239,Los Angeles,2022/01/21,7:51:00 AM,4.8
1240,Driver_1240,New York,2022/02/10,2:46:00 AM,5
1241,Driver_1241,Montreal,2022/01/01,8:52:00 PM,4.3
1242,Driver_1242,Vancouver,2022/02/19,6:16:00 PM,4.4
1243,Driver_1243,Los Angeles,2022/04/15,1:21:00 AM,4.2
1244,Driver_1244,Ottawa,2023/06/09,10:24:00 PM,4
1245,Driver_1245,New York,2022/02/11,7:24:00 AM,4.2
1246,Driver_1246,Los Angeles,2023/12/13,4:17:00 AM,3.9
1247,Driver_1247,Boston,2021/04/07,12:09:00 PM,4.5
1248,Driver_1248,Toronto,2022/12/24,11:10:00 PM,4.1
1249,Driver_1249,San Francisco,2021/09/06,2:40:00 AM,4.6
1250,Driver_1250,Montreal,2023/12/02,6:40:00 PM,3.7
1251,Driver_1251,Calgary,2023/12/29,10:30:00 PM,4.7
1252,Driver_1252,San Francisco,2023/12/09,7:53:00 AM,4.9
1253,Driver_1253,Toronto,2023/09/20,4:53:00 AM,3.5
1254,Driver_1254,San Francisco,2022/07/25,11:01:00 PM,4.7
1255,Driver_1255,Ottawa,2021/12/10,1:51:00 AM,5
1256,Driver_1256,Boston,2021/07/27,11:48:00 AM,3.9
1257,Driver_1257,Vancouver,2021/08/26,11:10:00 PM,5
1258,Driver_1258,Vancouver,2023/07/30,11:35:00 PM,4.7
1259,Driver_1259,Los Angeles,2022/10/08,11:50:00 PM,4.1
1260,Driver_1260,Calgary,2023/01/02,9:44:00 AM,4.5
1261,Driver_1261,Calgary,2023/10/29,3:14:00 PM,4.8
1262,Driver_1262,Boston,2022/01/20,10:10:00 AM,4.5
