payment_id,ride_id,amount,method,paid_date,time
19500,19500,21.43,card,2021/01/28,2:59:00 PM
19502,19502,43.38,paypal,2022/02/02,1:29:00 AM
19503,19503,16.26,paypal,2024/03/18,11:52:00 AM
19504,19504,12.78,paypal,2023/05/12,6:35:00 PM
19505,19505,22.17,card,2024/05/03,7:27:00 AM
19506,19506,56.34,card,2022/03/25,2:29:00 PM
19507,19507,56.2,voucher,2022/05/24,7:11:00 PM
19508,19508,0.65,paypal,2023/02/15,3:41:00 AM
19509,19509,31.4,cash,2024/01/17,12:32:00 AM
19511,19511,68.78,card,2024/07/28,3:43:00 AM
19513,19513,79.47,paypal,2022/09/09,4:53:00 AM
19516,19516,79.11,voucher,2024/03/15,5:19:00 PM
19517,19517,59.34,paypal,2021/04/29,9:24:00 PM
19518,19518,60.78,voucher,2023/11/09,6:22:00 PM
19519,19519,25.43,voucher,2022/03/23,6:09:00 PM
19520,19520,71.6,voucher,2022/06/23,4:42:00 AM
19522,19522,65.57,voucher,2023/07/05,7:06:00 PM
19523,19523,65.5,card,2021/11/18,8:52:00 AM
19525,19525,65.21,voucher,2023/10/05,2:01:00 AM
19526,19526,49.11,voucher,2021/01/08,10:15:00 PM
19527,19527,36.92,voucher,2022/10/06,2:14:00 AM
19528,19528,45.23,paypal,2022/03/16,10:47:00 PM
19530,19530,19.11,paypal,2024/01/11,8:14:00 PM
19532,19532,82.28,paypal,2023/10/08,5:28:00 AM
19533,19533,49.11,voucher,2022/05/28,1:35:00 AM
19534,19534,73.28,paypal,2023/03/03,8:36:00 PM
19537,19537,65.36,cash,2023/08/29,3:31:00 PM
19538,19538,55.71,paypal,2024/12/21,11:26:00 PM
19541,19541,56.59,cash,2023/11/09,3:43:00 PM
19542,19542,40.6,card,2024/07/10,8:33:00 PM
19543,19543,61.64,card,2024/05/17,2:46:00 AM
19544,19544,48.6,voucher,2023/02/18,8:04:00 AM
19545,19545,72.4,paypal,2023/02/18,7:48:00 PM
19546,19546,40.52,card,2021/12/04,5:16:00 AM
19547,19547,5.99,card,2022/05/08,8:37:00 AM
19548,19548,12.82,voucher,2021/04/17,4:38:00 AM
19549,19549,48.29,paypal,2021/05/10,6:29:00 PM
19550,19550,56.89,voucher,2024/01/26,9:06:00 AM
19551,19551,12.19,card,2023/09/09,3:17:00 AM
19552,19552,44.06,paypal,2024/06/09,2:31:00 PM
19553,19553,55.01,cash,2024/12/16,9:22:00 AM
19554,19554,16.25,cash,2023/01/14,8:10:00 PM
19555,19555,40.28,paypal,2024/05/28,3:47:00 PM
19558,19558,68.39,cash,2021/04/11,5:29:00 AM
19559,19559,10.97,cash,2024/04/23,1:09:00 PM
19561,19561,47.93,voucher,2021/10/17,8:51:00 PM
19563,19563,17.69,cash,2023/11/23,4:14:00 PM
19564,19564,62.01,cash,2021/07/12,2:30:00 PM
19565,19565,36.61,cash,2022/08/16,6:57:00 PM
19566,19566,50.25,cash,2022/10/20,4:54:00 AM
19567,19567,22.35,voucher,2023/10/27,11:25:00 PM
19569,19569,26.53,paypal,2022/11/30,4:08:00 AM
19571,19571,12,card,2021/07/21,1:53:00 PM
19572,19572,51.85,paypal,2023/05/19,3:19:00 AM
19573,19573,17.39,cash,2024/06/07,9:59:00 AM
19574,19574,3.8,cash,2024/09/04,1:34:00 AM
19575,19575,78.56,cash,2021/07/21,8:33:00 AM
19577,19577,40.62,voucher,2022/01/20,12:24:00 AM
19578,19578,33.86,card,2024/06/27,7:09:00 PM
19579,19579,62.43,paypal,2024/11/24,1:47:00 AM
19580,19580,53.24,cash,2023/02/10,2:45:00 AM
19582,19582,38.59,cash,2023/08/03,5:45:00 PM
19584,19584,61.74,voucher,2021/06/12,10:21:00 PM
19585,19585,41.32,voucher,2024/11/13,10:54:00 AM
19586,19586,44.85,card,2023/11/02,4:40:00 AM
19587,19587,54.75,paypal,2022/03/26,5:42:00 PM
19588,19588,64.33,paypal,2022/10/05,9:52:00 PM
19589,19589,51.42,paypal,2022/03/29,7:47:00 AM
19590,19590,15.66,cash,2023/06/17,5:50:00 AM
19592,19592,60.07,card,2023/04/10,12:06:00 AM
19594,19594,2.85,cash,2021/06/23,1:18:00 PM
19595,19595,37.5,paypal,2021/12/05,6:48:00 AM
19596,19596,31.68,voucher,2024/11/11,9:25:00 PM
19597,19597,40.46,card,2023/04/13,8:31:00 PM
19598,19598,4.88,paypal,2022/06/09,1:43:00 AM
19599,19599,24.76,voucher,2023/03/01,8:56:00 AM
19600,19600,70.82,paypal,2022/02/02,11:52:00 PM
19601,19601,12.48,paypal,2024/12/30,7:21:00 PM
19603,19603,49.2,card,2022/06/01,4:28:00 PM
19604,19604,60.16,paypal,2021/11/22,10:56:00 PM
19605,19605,5.97,cash,2021/11/02,6:07:00 AM
19606,19606,79.56,card,2023/10/11,4:35:00 PM
19607,19607,25.83,cash,2024/11/05,1:17:00 PM
19608,19608,66.53,paypal,2023/11/24,8:55:00 PM
19609,19609,34.78,paypal,2024/04/02,11:11:00 AM
19610,19610,57,paypal,2023/02/03,12:48:00 PM
19611,19611,35.89,cash,2021/07/12,5:46:00 AM
19615,19615,26.89,card,2023/06/16,3:45:00 PM
19617,19617,63.02,paypal,2021/07/23,11:14:00 AM
19618,19618,50.16,cash,2021/11/30,9:01:00 PM
19619,19619,61.02,voucher,2021/03/12,10:05:00 AM
19620,19620,39.35,voucher,2022/02/18,5:18:00 PM
19621,19621,25.48,cash,2024/09/23,10:15:00 AM
19622,19622,2.3,voucher,2022/01/18,6:02:00 PM
19623,19623,21.4,paypal,2022/06/27,6:22:00 AM
19624,19624,10,voucher,2021/07/26,9:46:00 PM
19625,19625,73.1,voucher,2021/07/25,12:49:00 AM
19626,19626,26.57,cash,2021/11/01,10:01:00 PM
19627,19627,40.01,voucher,2023/11/25,4:51:00 AM
19628,19628,60.87,cash,2023/02/23,2:26:00 PM
19629,19629,40.34,card,2022/06/04,3:57:00 PM
19630,19630,81.21,card,2024/11/17,6:34:00 PM
19631,19631,45.49,cash,2022/11/05,9:25:00 AM
19632,19632,13.75,paypal,2024/07/09,9:57:00 AM
19633,19633,73.98,paypal,2023/11/16,4:18:00 PM
19634,19634,72.01,card,2021/07/07,9:52:00 PM
19635,19635,56.13,card,2023/12/31,3:52:00 AM
19636,19636,30.65,voucher,2024/11/14,4:15:00 PM
19637,19637,50.06,paypal,2021/03/26,10:17:00 PM
19638,19638,44.08,paypal,2021/08/21,10:19:00 PM
19639,19639,58.76,cash,2022/10/22,9:34:00 PM
19640,19640,13.95,card,2022/01/12,2:18:00 AM
19642,19642,23.27,paypal,2024/10/22,10:50:00 PM
19643,19643,41.5,cash,2024/12/30,2:35:00 PM
19644,19644,32.66,voucher,2022/04/18,6:15:00 PM
19645,19645,25.57,paypal,2024/03/24,2:43:00 PM
19646,19646,56.96,card,2022/12/14,11:15:00 PM
19647,19647,78.87,voucher,2024/10/11,2:36:00 AM
19649,19649,11.47,cash,2023/01/07,1:58:00 PM
19650,19650,61.18,voucher,2024/01/18,4:10:00 PM
19651,19651,30.84,voucher,2024/06/04,6:33:00 PM
19652,19652,26.97,card,2024/04/07,3:36:00 PM
19653,19653,74.5,voucher,2022/06/25,2:42:00 AM
19654,19654,69.8,card,2023/01/03,12:56:00 AM
19655,19655,17.32,card,2023/01/07,9:32:00 PM
19656,19656,29.96,cash,2024/11/23,4:19:00 AM
19657,19657,56.88,card,2022/05/31,7:18:00 PM
19658,19658,18.02,voucher,2024/04/29,4:28:00 PM
19660,19660,40.65,card,2023/09/07,8:45:00 PM
19662,19662,53.77,voucher,2024/07/19,8:56:00 AM
19663,19663,64.51,card,2024/04/11,7:17:00 AM
19664,19664,24.71,card,2023/01/29,2:28:00 AM
19665,19665,46.66,paypal,2023/08/15,2:48:00 AM
19666,19666,15.22,card,2021/01/18,10:24:00 AM
19667,19667,23.81,card,2023/01/02,7:48:00 PM
19668,19668,72.44,card,2023/09/22,1:36:00 PM
19669,19669,80.35,voucher,2021/12/21,4:04:00 PM
19671,19671,78.29,cash,2021/09/07,8:27:00 AM
19672,19672,49.41,voucher,2022/06/26,12:51:00 AM
19673,19673,23.29,paypal,2024/07/01,5:03:00 PM
19674,19674,57.4,cash,2024/03/25,3:47:00 PM
19675,19675,39.07,voucher,2022/08/04,8:27:00 PM
19676,19676,13.5,paypal,2024/09/24,8:23:00 PM
19678,19678,53.67,paypal,2022/09/08,3:24:00 PM
19681,19681,59.2,paypal,2023/03/15,8:26:00 AM
19682,19682,16.91,paypal,2022/07/30,2:01:00 PM
19683,19683,44.29,paypal,2023/09/10,2:05:00 AM
19684,19684,10.66,card,2022/01/17,1:19:00 AM
19685,19685,71.02,card,2023/03/22,8:43:00 PM
19686,19686,71.94,card,2021/03/02,5:08:00 PM
19687,19687,41.13,paypal,2022/07/16,7:17:00 PM
19689,19689,29.43,cash,2023/04/26,5:16:00 PM
19690,19690,26.88,cash,2024/03/09,3:38:00 PM
19691,19691,25.59,card,2021/04/27,6:10:00 PM
19693,19693,66.48,paypal,2023/11/17,8:55:00 PM
19694,19694,71.8,paypal,2021/09/21,8:12:00 PM
19695,19695,21.18,cash,2024/04/26,8:23:00 PM
19696,19696,28.78,cash,2022/04/03,12:59:00 PM
19697,19697,22.06,card,2022/04/21,10:44:00 AM
19699,19699,31.8,cash,2021/02/03,10:11:00 AM
19700,19700,64.21,card,2023/02/21,4:17:00 PM
19702,19702,14.94,paypal,2024/10/04,10:27:00 AM
19703,19703,73.6,card,2023/07/29,9:58:00 AM
19704,19704,40.01,voucher,2024/06/20,1:37:00 AM
19706,19706,64.12,card,2023/08/26,9:58:00 PM
19707,19707,18.59,cash,2021/05/05,9:30:00 AM
19708,19708,52.84,cash,2023/09/07,10:41:00 PM
19710,19710,26.39,cash,2021/05/14,2:13:00 AM
19712,19712,17.13,voucher,2022/10/16,8:03:00 AM
19713,19713,32.9,paypal,2024/12/14,12:27:00 PM
19717,19717,75.77,paypal,2021/07/21,6:17:00 PM
19718,19718,53.76,card,2021/06/14,10:04:00 PM
19720,19720,47,paypal,2022/01/17,10:09:00 AM
19723,19723,1.67,voucher,2023/05/12,3:14:00 PM
19724,19724,60.9,card,2023/05/18,9:43:00 PM
19725,19725,51.23,cash,2022/01/21,9:44:00 AM
19726,19726,65.01,paypal,2023/01/02,11:55:00 AM
19727,19727,67.49,paypal,2024/08/26,4:43:00 AM
19729,19729,34.93,card,2024/04/03,3:06:00 AM
19730,19730,34.69,cash,2022/02/26,2:16:00 AM
19731,19731,54.13,voucher,2021/11/15,9:17:00 AM
19733,19733,17.17,cash,2023/10/09,8:31:00 PM
19736,19736,44.24,card,2021/01/04,6:36:00 AM
19737,19737,37.45,cash,2024/03/24,3:40:00 AM
19738,19738,49.33,card,2021/02/19,1:29:00 AM
19739,19739,59.89,card,2023/03/20,4:04:00 PM
19741,19741,69.46,cash,2021/05/14,7:36:00 PM
19742,19742,79.12,paypal,2024/05/18,4:47:00 PM
19743,19743,5.43,card,2024/07/07,6:33:00 AM
19744,19744,43.16,paypal,2023/03/03,6:46:00 AM
19745,19745,63.96,voucher,2021/06/13,1:49:00 AM
19746,19746,47.33,card,2023/06/12,6:16:00 PM
19747,19747,54.46,card,2024/03/26,5:38:00 AM
19748,19748,18.1,cash,2024/02/17,7:13:00 PM
19749,19749,56.21,voucher,2022/06/08,2:16:00 PM
19750,19750,46.08,card,2021/03/25,8:54:00 AM
19753,19753,30.17,voucher,2024/01/14,5:50:00 AM
19754,19754,9.1,voucher,2022/07/23,1:08:00 PM
19755,19755,73.61,cash,2024/06/22,7:26:00 AM
19757,19757,31.25,paypal,2023/11/25,11:25:00 PM
19758,19758,61.53,paypal,2024/09/05,2:23:00 AM
19759,19759,64.06,paypal,2022/08/23,4:01:00 AM
19760,19760,52.41,voucher,2024/08/05,5:03:00 PM
19761,19761,49.28,paypal,2022/11/13,12:31:00 AM
19762,19762,52.77,paypal,2024/03/12,2:39:00 AM
19763,19763,7.02,card,2023/01/09,6:57:00 PM
19764,19764,11.01,voucher,2024/07/05,3:19:00 PM
19766,19766,5.55,paypal,2022/10/09,2:25:00 AM
19767,19767,24.88,cash,2024/11/10,4:44:00 AM
19768,19768,30.84,paypal,2024/09/16,5:34:00 AM
19769,19769,48.18,cash,2022/07/19,9:06:00 AM
19770,19770,23.37,cash,2022/03/28,12:04:00 AM
19771,19771,14.47,card,2024/12/28,11:31:00 PM
19772,19772,26.63,card,2021/06/25,10:28:00 PM
19773,19773,52.13,card,2021/01/30,5:43:00 PM
19774,19774,42.73,voucher,2022/07/03,4:38:00 AM
19775,19775,55.61,paypal,2023/04/01,6:26:00 AM
19777,19777,27.17,voucher,2022/02/17,6:13:00 AM
19779,19779,32.89,card,2022/09/24,10:43:00 PM
19780,19780,10.23,card,2023/05/24,1:03:00 PM
19781,19781,5.1,card,2023/07/19,6:04:00 PM
19782,19782,16.07,paypal,2024/04/09,7:57:00 AM
19783,19783,50.73,card,2024/04/04,12:11:00 PM
19785,19785,60.23,paypal,2024/02/22,5:41:00 AM
19786,19786,44.62,card,2024/05/08,12:54:00 PM
19787,19787,41.04,voucher,2022/05/28,7:57:00 PM
19788,19788,22.63,card,2022/06/25,1:14:00 PM
19789,19789,31.82,paypal,2024/05/11,1:40:00 PM
19790,19790,57.3,cash,2024/10/07,1:12:00 PM
19791,19791,53.36,voucher,2024/07/04,6:15:00 AM
19792,19792,49.06,voucher,2022/12/08,12:27:00 PM
19793,19793,75.46,card,2021/01/25,4:42:00 PM
19794,19794,50.04,paypal,2021/07/21,7:15:00 AM
19795,19795,12.04,card,2024/05/10,9:34:00 AM
19796,19796,43.62,paypal,2021/07/23,7:30:00 AM
19797,19797,23.2,voucher,2021/01/06,6:05:00 PM
19798,19798,19.21,voucher,2023/07/23,9:41:00 PM
19801,19801,35.23,cash,2024/06/14,9:06:00 AM
19803,19803,25.81,voucher,2023/09/02,7:48:00 AM
19804,19804,42.43,voucher,2024/02/16,12:18:00 PM
19805,19805,68.73,paypal,2021/10/23,5:25:00 PM
19806,19806,64.82,paypal,2021/08/04,2:38:00 PM
19807,19807,26.51,voucher,2021/07/10,10:02:00 PM
19810,19810,18.23,voucher,2024/06/09,6:50:00 AM
19812,19812,33.46,paypal,2023/02/06,12:21:00 AM
19813,19813,40.88,cash,2023/10/31,4:10:00 AM
19814,19814,64.28,card,2023/01/17,12:20:00 AM
19815,19815,71.02,card,2024/10/28,2:40:00 PM
19816,19816,9,voucher,2024/01/24,12:41:00 PM
19817,19817,75.54,cash,2024/09/04,2:48:00 AM
19820,19820,52.72,paypal,2024/10/10,10:53:00 AM
19822,19822,42.91,voucher,2023/12/04,2:29:00 PM
19823,19823,14.04,voucher,2022/06/02,11:44:00 PM
19824,19824,71.37,cash,2024/11/08,6:00:00 AM
19825,19825,35.71,paypal,2024/03/02,6:20:00 PM
19827,19827,53.59,cash,2023/07/26,8:15:00 PM
19828,19828,67.38,paypal,2021/01/31,9:26:00 AM
19829,19829,70.69,card,2021/08/29,9:04:00 AM
19830,19830,25.84,paypal,2021/05/15,10:27:00 AM
19832,19832,59.09,voucher,2023/10/19,1:44:00 AM
19834,19834,41.89,cash,2021/01/04,8:08:00 AM
19835,19835,19.85,card,2023/01/02,1:20:00 PM
19836,19836,43.79,voucher,2021/04/22,10:59:00 PM
19837,19837,12.83,voucher,2023/01/14,8:16:00 AM
19838,19838,38.57,voucher,2023/07/05,5:41:00 PM
19840,19840,72.81,paypal,2024/01/13,5:32:00 PM
19843,19843,73.69,cash,2024/01/11,7:43:00 AM
19844,19844,70.41,paypal,2024/01/18,9:16:00 AM
19845,19845,44.32,card,2023/07/08,11:03:00 AM
19846,19846,12.2,paypal,2024/12/21,5:29:00 AM
19847,19847,54.99,paypal,2021/04/28,6:15:00 PM
19849,19849,55.75,paypal,2023/12/18,4:14:00 AM
19850,19850,5.54,cash,2021/07/16,4:55:00 AM
19851,19851,49.49,voucher,2024/03/16,4:41:00 PM
19852,19852,13.57,paypal,2021/07/01,4:11:00 PM
19853,19853,59.07,voucher,2024/10/09,11:59:00 AM
19854,19854,64.38,voucher,2023/03/22,6:24:00 PM
19855,19855,72.7,card,2021/05/04,10:12:00 AM
19856,19856,30.33,paypal,2022/02/04,4:25:00 AM
19858,19858,10.67,cash,2022/04/29,10:52:00 PM
19859,19859,64.21,paypal,2024/09/07,9:05:00 PM
19861,19861,38.76,cash,2021/06/19,6:57:00 AM
19862,19862,41.04,cash,2024/03/07,5:14:00 PM
19864,19864,63.11,paypal,2021/02/24,12:54:00 PM
19865,19865,18.89,voucher,2024/03/10,9:47:00 PM
19866,19866,3.65,card,2023/06/18,8:44:00 PM
19867,19867,21.36,paypal,2024/10/15,5:34:00 PM
19868,19868,59.75,paypal,2024/06/01,11:57:00 AM
19869,19869,65.03,card,2023/01/27,5:50:00 AM
19870,19870,9.98,card,2023/02/21,6:15:00 AM
19871,19871,76.62,card,2024/11/27,1:07:00 AM
19873,19873,4.77,paypal,2021/02/04,7:32:00 PM
19874,19874,69.28,card,2021/07/26,4:36:00 AM
19875,19875,71,paypal,2024/02/07,6:03:00 AM
19877,19877,42.54,voucher,2021/03/15,3:31:00 PM
19878,19878,33.97,card,2023/01/26,5:46:00 PM
19879,19879,37.19,paypal,2024/10/31,5:51:00 PM
19880,19880,34.53,paypal,2023/09/25,6:44:00 AM
19881,19881,36.18,cash,2023/05/18,2:13:00 AM
19882,19882,53.23,card,2024/07/04,8:05:00 AM
19883,19883,37.52,voucher,2024/09/02,3:48:00 AM
19884,19884,16,cash,2021/04/18,5:54:00 AM
19885,19885,18.77,cash,2023/04/01,11:37:00 AM
19886,19886,66.85,cash,2022/10/11,12:13:00 PM
19888,19888,46.78,card,2022/08/28,4:40:00 PM
19889,19889,74.59,card,2022/09/20,10:59:00 PM
19890,19890,9.66,cash,2022/11/15,6:01:00 PM
19891,19891,44.44,cash,2022/03/31,10:42:00 AM
19893,19893,57.96,paypal,2024/09/28,12:04:00 PM
19895,19895,25.49,voucher,2022/03/04,6:42:00 AM
19896,19896,24.25,voucher,2021/11/30,12:58:00 PM
19897,19897,12.02,card,2021/09/12,6:52:00 PM
19898,19898,67.82,cash,2022/02/01,1:43:00 AM
19899,19899,38.37,card,2021/07/05,11:38:00 AM
19900,19900,51.92,paypal,2022/01/09,3:49:00 PM
19901,19901,40.92,card,2021/12/05,9:30:00 AM
19902,19902,12.43,voucher,2024/08/27,2:26:00 PM
19903,19903,62.31,voucher,2023/01/20,9:59:00 AM
19904,19904,53.25,cash,2022/12/08,6:07:00 PM
19905,19905,68.95,paypal,2024/06/07,4:22:00 PM
19906,19906,49.34,voucher,2024/04/30,1:35:00 PM
19907,19907,38.65,card,2024/09/18,5:47:00 PM
19908,19908,15,cash,2021/02/18,6:56:00 PM
19909,19909,69.08,paypal,2024/01/09,4:23:00 AM
19910,19910,26.96,cash,2022/04/24,11:04:00 AM
19911,19911,60.33,card,2022/02/07,10:37:00 PM
19912,19912,29.62,paypal,2021/10/08,11:05:00 AM
19913,19913,4.72,cash,2024/02/21,5:49:00 AM
19915,19915,44.15,cash,2022/07/29,12:29:00 PM
19917,19917,42.49,voucher,2023/03/26,6:22:00 AM
19918,19918,42.49,card,2023/02/26,11:48:00 AM
19919,19919,52.03,cash,2021/11/04,8:35:00 PM
19920,19920,47.7,paypal,2023/09/28,6:12:00 PM
19921,19921,31.48,cash,2024/06/29,11:15:00 PM
19922,19922,17.13,cash,2021/07/10,3:35:00 AM
19923,19923,15.26,paypal,2023/10/18,8:43:00 PM
19925,19925,75.85,card,2023/12/31,4:25:00 PM
19926,19926,71.84,card,2023/01/18,8:40:00 PM
19927,19927,8.46,paypal,2023/05/10,7:02:00 AM
19929,19929,58.89,cash,2022/04/11,3:27:00 PM
19934,19934,28.08,cash,2024/04/17,2:48:00 PM
19936,19936,51.33,voucher,2023/06/27,8:07:00 PM
19937,19937,45.73,voucher,2021/08/01,11:59:00 AM
19938,19938,66.81,voucher,2023/12/18,4:36:00 PM
19939,19939,76.62,card,2023/10/29,12:56:00 PM
19941,19941,34.98,voucher,2023/04/08,9:29:00 PM
19942,19942,45.35,card,2022/03/24,3:52:00 PM
19944,19944,5.1,paypal,2023/05/17,5:08:00 AM
19946,19946,77.43,cash,2021/07/23,6:18:00 AM
19947,19947,24.42,cash,2024/01/21,2:58:00 AM
19948,19948,42.8,cash,2024/06/25,2:18:00 AM
19949,19949,31.06,paypal,2022/06/17,11:32:00 AM
19950,19950,29.55,paypal,2022/08/31,5:32:00 AM
19951,19951,47.02,card,2021/09/25,4:25:00 PM
19954,19954,62.63,voucher,2021/10/09,12:21:00 PM
19955,19955,29.92,paypal,2022/05/11,7:07:00 AM
19956,19956,61.88,card,2024/06/23,2:47:00 PM
19957,19957,51.95,paypal,2022/05/09,2:30:00 AM
19958,19958,53.08,card,2022/09/01,4:44:00 PM
19961,19961,80.92,paypal,2023/09/11,12:56:00 PM
19962,19962,8.79,cash,2022/09/28,6:25:00 AM
19963,19963,73.14,cash,2022/01/14,8:35:00 PM
19964,19964,56.51,cash,2022/06/21,12:49:00 AM
19965,19965,36.19,card,2022/04/15,12:50:00 PM
19966,19966,14.57,paypal,2021/03/06,5:42:00 PM
19967,19967,29.2,cash,2022/05/15,1:57:00 AM
19968,19968,50.33,paypal,2023/05/20,7:38:00 PM
19969,19969,38.65,paypal,2022/07/07,7:15:00 AM
19971,19971,35.15,voucher,2022/12/10,5:38:00 PM
19973,19973,46.08,cash,2023/11/26,1:04:00 PM
19974,19974,69.82,voucher,2021/11/28,4:57:00 PM
19975,19975,27.38,card,2021/09/16,8:12:00 PM
19976,19976,69.81,card,2023/04/21,11:53:00 PM
19977,19977,48.93,voucher,2022/10/26,1:37:00 AM
19979,19979,56.05,paypal,2022/06/30,9:22:00 AM
19980,19980,52.74,paypal,2021/09/06,1:13:00 PM
19981,19981,50.43,cash,2024/10/02,8:13:00 PM
19982,19982,75.4,card,2024/10/17,12:07:00 AM
19983,19983,15.2,cash,2024/01/18,3:28:00 AM
19985,19985,43.8,cash,2023/03/31,8:04:00 PM
19987,19987,60.34,paypal,2021/06/20,12:09:00 PM
19988,19988,26.21,paypal,2022/09/21,8:48:00 PM
19989,19989,50.36,voucher,2023/11/03,6:00:00 PM
19990,19990,61.7,card,2024/11/21,9:16:00 AM
19991,19991,58.53,paypal,2021/07/05,3:51:00 PM
19992,19992,65.55,voucher,2021/03/23,12:53:00 AM
19993,19993,71.03,voucher,2022/12/24,5:32:00 AM
19994,19994,32.18,cash,2022/02/04,4:32:00 AM
19995,19995,27.89,voucher,2021/09/02,7:13:00 PM
19996,19996,20.49,voucher,2024/10/20,4:17:00 AM
19999,19999,32.51,card,2022/02/02,1:20:00 AM
20000,20000,36.68,card,2023/05/29,3:23:00 AM
20001,20001,18.66,paypal,2022/05/06,12:44:00 PM
20004,20004,62.86,voucher,2022/08/19,11:21:00 AM
20007,20007,18.16,paypal,2021/03/31,7:21:00 AM
20008,20008,29.67,voucher,2023/09/28,7:33:00 AM
20010,20010,11.43,card,2024/05/07,8:05:00 PM
20014,20014,46.89,paypal,2021/08/15,9:11:00 PM
20015,20015,77.35,cash,2024/08/26,5:56:00 AM
20018,20018,13.58,paypal,2023/10/07,5:48:00 AM
20019,20019,46.3,voucher,2021/10/11,7:53:00 AM
20020,20020,8.35,voucher,2024/08/08,10:57:00 PM
20021,20021,24.77,voucher,2021/04/02,12:12:00 PM
20022,20022,72.48,card,2021/04/18,3:45:00 AM
20023,20023,45.76,voucher,2023/07/08,1:28:00 AM
20025,20025,41.87,cash,2022/12/20,5:12:00 PM
20029,20029,76.07,paypal,2021/10/01,7:29:00 PM
20031,20031,19.94,voucher,2022/07/29,6:38:00 PM
20032,20032,52.95,paypal,2021/12/13,6:19:00 AM
20034,20034,34.67,card,2024/12/07,1:43:00 PM
20035,20035,47.6,card,2023/06/04,3:21:00 PM
20036,20036,7.06,card,2023/02/07,2:04:00 PM
20037,20037,58.87,paypal,2022/06/16,1:10:00 PM
20040,20040,69.48,card,2024/07/20,3:39:00 AM
20042,20042,69.96,paypal,2021/06/20,4:46:00 PM
20043,20043,10.94,paypal,2022/12/12,7:45:00 AM
20044,20044,56.81,paypal,2023/04/13,9:09:00 AM
20046,20046,15.92,paypal,2021/03/17,9:30:00 AM
20047,20047,74.8,paypal,2024/06/14,11:42:00 PM
20048,20048,55,voucher,2023/01/26,5:57:00 AM
20049,20049,51.25,card,2024/09/27,11:42:00 AM
20051,20051,7.7,card,2023/07/06,5:13:00 AM
20052,20052,9.12,cash,2024/04/23,12:17:00 AM
20053,20053,48.83,cash,2021/07/31,11:59:00 AM
20054,20054,13.35,voucher,2023/09/29,2:07:00 PM
20055,20055,69.22,voucher,2024/07/12,9:02:00 PM
20056,20056,43.25,cash,2022/07/10,1:38:00 AM
20057,20057,11.63,cash,2024/10/17,4:15:00 PM
20058,20058,74.75,paypal,2024/11/27,4:26:00 AM
20059,20059,32.2,voucher,2021/04/11,3:50:00 PM
20060,20060,19.8,voucher,2022/11/29,8:10:00 AM
20061,20061,14.38,voucher,2021/10/05,3:27:00 PM
20062,20062,50.56,voucher,2022/07/17,12:27:00 AM
20063,20063,53.33,paypal,2022/09/19,11:20:00 AM
20064,20064,56.65,card,2022/11/17,10:45:00 AM
20065,20065,66.18,cash,2021/02/08,4:19:00 AM
20067,20067,52.31,cash,2023/08/21,3:23:00 PM
20068,20068,67.84,voucher,2021/04/27,10:52:00 PM
20069,20069,11.48,cash,2023/10/28,8:33:00 AM
20070,20070,41.77,voucher,2022/10/28,12:50:00 PM
20071,20071,7.03,card,2022/09/06,7:07:00 AM
20073,20073,13.42,paypal,2021/11/12,3:32:00 PM
20074,20074,8,cash,2023/04/19,12:16:00 AM
20075,20075,15.24,card,2022/10/12,10:19:00 PM
20076,20076,48.65,card,2023/12/01,4:44:00 PM
20077,20077,16.06,paypal,2023/10/09,2:25:00 AM
20078,20078,24.25,paypal,2024/05/05,10:10:00 PM
20079,20079,82.24,cash,2021/05/08,3:08:00 AM
20081,20081,24.72,card,2021/05/09,3:39:00 PM
20082,20082,45.1,paypal,2022/09/23,12:38:00 PM
20083,20083,72.17,card,2022/06/07,8:26:00 AM
20084,20084,41,card,2023/08/19,1:54:00 AM
20086,20086,40.38,card,2022/07/05,7:58:00 PM
20088,20088,52.44,paypal,2021/11/06,9:19:00 PM
20089,20089,52.65,cash,2023/10/31,4:47:00 AM
20090,20090,26.62,paypal,2022/04/19,1:44:00 AM
20092,20092,64,paypal,2022/06/09,10:06:00 PM
20093,20093,9.38,paypal,2023/09/14,1:43:00 PM
20094,20094,25.03,card,2022/12/22,2:17:00 AM
20095,20095,39.3,card,2022/01/31,12:22:00 AM
20096,20096,66.7,voucher,2022/02/24,7:41:00 AM
20097,20097,4.66,cash,2023/05/21,8:00:00 PM
20100,20100,29.3,card,2023/01/30,9:12:00 AM
20101,20101,9.66,voucher,2024/11/17,6:53:00 AM
20102,20102,49.38,cash,2021/08/06,12:36:00 PM
20103,20103,47.74,paypal,2022/06/17,3:05:00 AM
20104,20104,49.76,paypal,2022/01/07,10:14:00 PM
20105,20105,15.11,voucher,2023/06/04,9:04:00 PM
20106,20106,71.04,card,2022/10/01,1:02:00 PM
20109,20109,37.53,paypal,2023/04/13,12:16:00 AM
20110,20110,13.72,card,2023/06/01,5:51:00 PM
20112,20112,46.82,cash,2023/08/08,6:51:00 AM
20113,20113,9,voucher,2021/04/19,8:33:00 PM
20114,20114,31.32,cash,2021/01/26,11:14:00 PM
20115,20115,23.84,card,2022/01/13,2:51:00 PM
20116,20116,10.74,cash,2023/04/07,3:23:00 PM
20117,20117,28.13,voucher,2024/11/20,12:36:00 AM
20118,20118,65.86,cash,2021/04/16,11:01:00 PM
